Clusters	Gene1	Gene2
0	ENSG00000201945.1	ENSG00000236605.1
0	ENSG00000207313.1	ENSG00000272799.1
0	ENSG00000159398.11	ENSG00000268257.2
0	ENSG00000150275.13	ENSG00000147869.4
0	ENSG00000201969.1	ENSG00000270948.1
0	ENSG00000225795.1	ENSG00000128040.6
0	ENSG00000223923.1	ENSG00000252101.1
0	ENSG00000267422.1	ENSG00000222764.1
0	ENSG00000272346.1	ENSG00000270679.1
0	ENSG00000262147.1	ENSG00000232811.1
0	ENSG00000234740.1	ENSG00000204011.4
0	ENSG00000267570.1	ENSG00000239557.1
0	ENSG00000259098.1	ENSG00000144354.9
0	ENSG00000257109.2	ENSG00000273313.1
0	ENSG00000154175.12	ENSG00000181963.5
0	ENSG00000240233.2	ENSG00000264208.1
0	ENSG00000268223.2	ENSG00000235224.1
0	ENSG00000199676.1	ENSG00000266992.1
0	ENSG00000225807.1	ENSG00000267488.1
0	ENSG00000137960.5	ENSG00000235387.1
0	ENSG00000149548.10	ENSG00000269223.1
0	ENSG00000260441.1	ENSG00000256056.1
0	ENSG00000008226.15	ENSG00000225272.2
0	ENSG00000240940.2	ENSG00000160207.4
0	ENSG00000207611.1	ENSG00000250156.3
0	ENSG00000226912.1	ENSG00000225335.2
0	ENSG00000207688.2	ENSG00000225235.1
0	ENSG00000241431.1	ENSG00000122375.7
0	ENSG00000261687.1	ENSG00000207550.1
0	ENSG00000231826.1	ENSG00000254974.1
0	ENSG00000248596.2	ENSG00000186074.14
0	ENSG00000271943.1	ENSG00000259905.1
0	ENSG00000230444.1	ENSG00000081059.15
0	ENSG00000266840.1	ENSG00000266905.1
0	ENSG00000252347.1	ENSG00000156463.13
0	ENSG00000228886.1	ENSG00000127377.4
0	ENSG00000214322.3	ENSG00000231028.4
0	ENSG00000100652.4	ENSG00000222770.1
0	ENSG00000205212.3	ENSG00000124529.3
0	ENSG00000272006.1	ENSG00000222014.4
0	ENSG00000225649.1	ENSG00000225963.3
0	ENSG00000271754.1	ENSG00000223259.1
0	ENSG00000261618.1	ENSG00000206895.1
0	ENSG00000232462.1	ENSG00000250073.2
0	ENSG00000170545.12	ENSG00000187475.4
0	ENSG00000225099.1	ENSG00000236058.2
0	ENSG00000268470.1	ENSG00000253075.1
0	ENSG00000258425.1	ENSG00000215467.2
0	ENSG00000241261.1	ENSG00000259017.1
0	ENSG00000154920.10	ENSG00000249437.3
0	ENSG00000231395.1	ENSG00000227560.1
0	ENSG00000266455.1	ENSG00000251783.1
0	ENSG00000161929.10	ENSG00000233806.3
0	ENSG00000054219.9	ENSG00000183154.1
0	ENSG00000224838.2	ENSG00000213363.4
0	ENSG00000252011.1	ENSG00000066294.10
0	ENSG00000259420.1	ENSG00000236875.2
0	ENSG00000243650.2	ENSG00000243607.3
0	ENSG00000137875.4	ENSG00000182687.3
0	ENSG00000252466.1	ENSG00000224218.1
0	ENSG00000232470.1	ENSG00000197697.3
0	ENSG00000244080.2	ENSG00000222489.1
0	ENSG00000266938.1	ENSG00000233121.1
0	ENSG00000204701.1	ENSG00000232671.2
0	ENSG00000272065.1	ENSG00000241679.2
0	ENSG00000260153.1	ENSG00000221526.1
0	ENSG00000255277.2	ENSG00000256802.2
0	ENSG00000252933.1	ENSG00000252906.1
0	ENSG00000200558.1	ENSG00000261462.1
0	ENSG00000163071.6	ENSG00000253908.1
0	ENSG00000226268.2	ENSG00000237953.1
0	ENSG00000231741.2	ENSG00000168754.9
1	ENSG00000237188.3	ENSG00000196367.8
1	ENSG00000163611.7	ENSG00000181404.13
1	ENSG00000260404.2	ENSG00000204178.5
1	ENSG00000230084.1	ENSG00000138613.9
1	ENSG00000249684.1	ENSG00000049618.17
1	ENSG00000117036.7	ENSG00000100116.12
1	ENSG00000118965.10	ENSG00000152990.9
1	ENSG00000269973.1	ENSG00000131269.11
1	ENSG00000119630.9	ENSG00000089050.10
1	ENSG00000176024.12	ENSG00000125812.11
1	ENSG00000146143.13	ENSG00000138018.13
1	ENSG00000182968.3	ENSG00000101347.7
1	ENSG00000088727.8	ENSG00000169682.13
1	ENSG00000207733.1	ENSG00000113161.11
1	ENSG00000175595.10	ENSG00000103043.10
1	ENSG00000229807.5	ENSG00000103066.8
1	ENSG00000105939.8	ENSG00000123136.10
1	ENSG00000178235.6	ENSG00000117335.14
1	ENSG00000112419.10	ENSG00000160685.9
1	ENSG00000237641.1	ENSG00000119446.9
1	ENSG00000176371.9	ENSG00000243927.1
1	ENSG00000141642.4	ENSG00000101187.11
1	ENSG00000128606.8	ENSG00000101901.6
1	ENSG00000256576.1	ENSG00000244242.1
1	ENSG00000183808.7	ENSG00000004455.12
1	ENSG00000270810.1	ENSG00000259781.1
1	ENSG00000229980.4	ENSG00000180089.4
1	ENSG00000218426.5	ENSG00000152990.9
1	ENSG00000115507.5	ENSG00000206149.6
1	ENSG00000165246.8	ENSG00000115977.14
1	ENSG00000251196.1	ENSG00000112304.6
1	ENSG00000186272.8	ENSG00000127526.9
1	ENSG00000172171.6	ENSG00000006114.11
1	ENSG00000266930.2	ENSG00000085760.10
1	ENSG00000132840.5	ENSG00000177511.5
1	ENSG00000207554.1	ENSG00000260196.1
1	ENSG00000087884.10	ENSG00000164823.5
1	ENSG00000137273.3	ENSG00000122678.10
1	ENSG00000162062.10	ENSG00000072110.9
1	ENSG00000100036.11	ENSG00000149474.9
1	ENSG00000269235.1	ENSG00000101310.10
1	ENSG00000167550.6	ENSG00000099256.14
1	ENSG00000109881.12	ENSG00000108510.5
1	ENSG00000188933.10	ENSG00000140326.8
1	ENSG00000231443.2	ENSG00000100350.10
1	ENSG00000132965.5	ENSG00000072364.8
1	ENSG00000060749.10	ENSG00000055118.10
1	ENSG00000134532.11	ENSG00000164815.6
1	ENSG00000256427.1	ENSG00000164114.14
1	ENSG00000120549.11	ENSG00000173598.9
1	ENSG00000198855.2	ENSG00000196715.5
1	ENSG00000115602.12	ENSG00000162104.5
1	ENSG00000126264.5	ENSG00000172340.10
1	ENSG00000109458.4	ENSG00000220575.3
1	ENSG00000156885.4	ENSG00000117395.6
1	ENSG00000198883.7	ENSG00000117133.6
1	ENSG00000168614.13	ENSG00000167302.5
1	ENSG00000152926.10	ENSG00000118777.6
1	ENSG00000107968.5	ENSG00000145476.11
1	ENSG00000256193.1	ENSG00000106829.14
1	ENSG00000226040.2	ENSG00000127191.13
1	ENSG00000235478.1	ENSG00000164172.14
1	ENSG00000272316.1	ENSG00000075240.12
1	ENSG00000228175.2	ENSG00000132423.6
1	ENSG00000104879.4	ENSG00000155545.15
1	ENSG00000249471.3	ENSG00000099203.2
1	ENSG00000156853.7	ENSG00000185920.11
1	ENSG00000196236.8	ENSG00000158457.4
1	ENSG00000003989.12	ENSG00000158201.5
1	ENSG00000224272.2	ENSG00000130222.6
1	ENSG00000139874.5	ENSG00000119820.6
1	ENSG00000188917.10	ENSG00000122482.16
1	ENSG00000187736.8	ENSG00000172260.9
1	ENSG00000164074.10	ENSG00000185418.11
1	ENSG00000144681.6	ENSG00000163743.9
1	ENSG00000272086.1	ENSG00000273253.1
1	ENSG00000073350.9	ENSG00000188185.7
1	ENSG00000117228.9	ENSG00000132664.7
1	ENSG00000254427.1	ENSG00000141068.9
1	ENSG00000255994.1	ENSG00000175970.7
1	ENSG00000162769.8	ENSG00000143033.13
1	ENSG00000265511.1	ENSG00000128908.11
1	ENSG00000244026.2	ENSG00000174106.2
1	ENSG00000135547.4	ENSG00000079616.8
1	ENSG00000134533.2	ENSG00000187773.7
1	ENSG00000230537.1	ENSG00000163320.6
1	ENSG00000107736.15	ENSG00000233542.1
1	ENSG00000253641.1	ENSG00000118292.4
1	ENSG00000256439.1	ENSG00000108264.12
1	ENSG00000197165.6	ENSG00000068724.11
1	ENSG00000089250.14	ENSG00000181019.8
1	ENSG00000217801.5	ENSG00000139131.8
1	ENSG00000178078.7	ENSG00000168566.11
1	ENSG00000224616.1	ENSG00000144674.12
1	ENSG00000189316.3	ENSG00000116793.11
1	ENSG00000186340.10	ENSG00000140463.9
1	ENSG00000152359.10	ENSG00000120699.8
1	ENSG00000168081.4	ENSG00000230532.1
1	ENSG00000140006.7	ENSG00000162194.8
1	ENSG00000244239.1	ENSG00000101391.16
1	ENSG00000229122.1	ENSG00000153253.11
1	ENSG00000162396.5	ENSG00000243716.6
1	ENSG00000188368.5	ENSG00000169251.8
1	ENSG00000225986.1	ENSG00000198746.8
1	ENSG00000205106.2	ENSG00000135336.10
1	ENSG00000235016.1	ENSG00000137343.13
1	ENSG00000204311.7	ENSG00000259758.1
1	ENSG00000144488.10	ENSG00000198680.3
1	ENSG00000157542.8	ENSG00000163960.7
1	ENSG00000196154.7	ENSG00000143303.7
1	ENSG00000185522.4	ENSG00000161542.12
1	ENSG00000028277.16	ENSG00000145743.11
1	ENSG00000262580.1	ENSG00000177042.10
1	ENSG00000235016.1	ENSG00000172795.11
1	ENSG00000134215.11	ENSG00000224051.2
1	ENSG00000273306.1	ENSG00000141034.5
1	ENSG00000162493.12	ENSG00000147383.6
1	ENSG00000240342.2	ENSG00000185716.7
1	ENSG00000259287.1	ENSG00000242612.2
1	ENSG00000183785.10	ENSG00000204287.9
1	ENSG00000168026.12	ENSG00000116574.4
1	ENSG00000010610.5	ENSG00000125821.7
1	ENSG00000109680.6	ENSG00000107290.9
1	ENSG00000228389.1	ENSG00000120029.8
1	ENSG00000173681.12	ENSG00000117115.8
1	ENSG00000228653.2	ENSG00000159592.6
1	ENSG00000177842.7	ENSG00000102078.11
1	ENSG00000237438.2	ENSG00000083444.12
1	ENSG00000151665.8	ENSG00000183048.7
1	ENSG00000145908.8	ENSG00000008382.11
1	ENSG00000241014.1	ENSG00000075461.5
1	ENSG00000171847.6	ENSG00000119723.11
1	ENSG00000198010.7	ENSG00000008128.18
1	ENSG00000187607.11	ENSG00000109854.9
1	ENSG00000120889.8	ENSG00000092108.16
1	ENSG00000104691.10	ENSG00000145016.9
1	ENSG00000256060.2	ENSG00000108270.6
1	ENSG00000136932.9	ENSG00000150456.6
1	ENSG00000270750.1	ENSG00000003147.13
1	ENSG00000010072.11	ENSG00000101132.5
1	ENSG00000112599.8	ENSG00000109906.9
1	ENSG00000242852.2	ENSG00000140987.15
1	ENSG00000273179.1	ENSG00000185989.9
1	ENSG00000118620.8	ENSG00000197798.4
1	ENSG00000166923.6	ENSG00000133794.13
1	ENSG00000118508.4	ENSG00000101972.14
1	ENSG00000243961.2	ENSG00000151498.7
1	ENSG00000225264.3	ENSG00000266714.2
1	ENSG00000228274.3	ENSG00000172893.11
1	ENSG00000116791.9	ENSG00000099282.5
1	ENSG00000266993.1	ENSG00000139746.11
1	ENSG00000092295.7	ENSG00000168487.13
1	ENSG00000163545.7	ENSG00000132300.14
1	ENSG00000089505.13	ENSG00000130164.7
1	ENSG00000226314.3	ENSG00000137942.12
1	ENSG00000255642.1	ENSG00000266962.1
1	ENSG00000228716.2	ENSG00000114850.2
1	ENSG00000214106.3	ENSG00000104635.9
1	ENSG00000173338.8	ENSG00000106538.5
1	ENSG00000176998.3	ENSG00000075089.5
1	ENSG00000196357.7	ENSG00000165698.11
1	ENSG00000144401.10	ENSG00000232559.2
1	ENSG00000259994.1	ENSG00000143363.11
1	ENSG00000253477.1	ENSG00000119900.7
1	ENSG00000258429.1	ENSG00000269958.1
1	ENSG00000265511.1	ENSG00000174099.6
1	ENSG00000272316.1	ENSG00000256053.3
1	ENSG00000249684.1	ENSG00000162944.6
1	ENSG00000255517.2	ENSG00000196126.6
1	ENSG00000178162.4	ENSG00000166266.9
1	ENSG00000186301.7	ENSG00000188725.3
1	ENSG00000056487.11	ENSG00000256269.2
1	ENSG00000230606.6	ENSG00000101911.8
1	ENSG00000119147.5	ENSG00000143373.13
1	ENSG00000164307.8	ENSG00000152382.5
1	ENSG00000235043.2	ENSG00000165209.14
1	ENSG00000267750.1	ENSG00000109832.8
1	ENSG00000062822.8	ENSG00000168538.11
1	ENSG00000256683.2	ENSG00000121058.4
1	ENSG00000198963.6	ENSG00000173273.11
1	ENSG00000147571.3	ENSG00000182004.8
1	ENSG00000171509.11	ENSG00000141013.10
1	ENSG00000128641.13	ENSG00000198026.6
1	ENSG00000197182.8	ENSG00000104889.4
1	ENSG00000268225.1	ENSG00000125775.10
1	ENSG00000227544.4	ENSG00000163166.9
1	ENSG00000224956.5	ENSG00000085415.11
1	ENSG00000131730.11	ENSG00000260196.1
1	ENSG00000164307.8	ENSG00000148297.11
1	ENSG00000269246.1	ENSG00000196369.6
1	ENSG00000096872.11	ENSG00000070182.13
1	ENSG00000105971.10	ENSG00000167703.10
1	ENSG00000267244.1	ENSG00000104967.6
1	ENSG00000182919.10	ENSG00000151332.14
1	ENSG00000176658.12	ENSG00000122965.6
1	ENSG00000272733.1	ENSG00000013523.5
1	ENSG00000267871.1	ENSG00000144230.12
1	ENSG00000144362.7	ENSG00000261597.1
1	ENSG00000173950.11	ENSG00000117222.9
1	ENSG00000226360.4	ENSG00000183506.12
1	ENSG00000260630.2	ENSG00000035403.12
1	ENSG00000179083.5	ENSG00000145863.6
1	ENSG00000143001.4	ENSG00000113719.11
1	ENSG00000126264.5	ENSG00000170310.10
1	ENSG00000248890.1	ENSG00000196126.6
1	ENSG00000272195.1	ENSG00000162889.6
1	ENSG00000131480.4	ENSG00000120860.6
1	ENSG00000073711.6	ENSG00000158796.12
1	ENSG00000074410.9	ENSG00000119139.12
1	ENSG00000130158.9	ENSG00000240731.1
1	ENSG00000261609.3	ENSG00000170791.13
1	ENSG00000267167.1	ENSG00000110200.4
1	ENSG00000255020.1	ENSG00000183579.11
1	ENSG00000171681.8	ENSG00000161955.12
1	ENSG00000128641.13	ENSG00000124486.8
1	ENSG00000263731.1	ENSG00000144579.3
1	ENSG00000261159.1	ENSG00000146966.8
1	ENSG00000141338.9	ENSG00000108510.5
1	ENSG00000099810.14	ENSG00000143320.4
1	ENSG00000161249.16	ENSG00000196968.6
1	ENSG00000197429.6	ENSG00000133704.5
1	ENSG00000198838.7	ENSG00000182230.7
1	ENSG00000141956.9	ENSG00000130338.8
1	ENSG00000233196.2	ENSG00000146433.8
1	ENSG00000215386.6	ENSG00000161217.7
1	ENSG00000175873.3	ENSG00000215114.3
1	ENSG00000272769.1	ENSG00000174705.7
1	ENSG00000196312.7	ENSG00000175183.5
1	ENSG00000142528.11	ENSG00000135549.10
1	ENSG00000155066.11	ENSG00000107771.11
1	ENSG00000163386.16	ENSG00000241839.5
1	ENSG00000179178.6	ENSG00000143570.13
1	ENSG00000160145.11	ENSG00000009830.7
1	ENSG00000004864.9	ENSG00000158445.7
1	ENSG00000102057.5	ENSG00000271614.1
1	ENSG00000182722.5	ENSG00000179820.11
1	ENSG00000234224.1	ENSG00000205356.5
1	ENSG00000164663.9	ENSG00000108039.13
1	ENSG00000175895.3	ENSG00000008382.11
1	ENSG00000235034.2	ENSG00000204977.5
1	ENSG00000196312.7	ENSG00000173914.7
1	ENSG00000164066.8	ENSG00000146216.7
1	ENSG00000151466.7	ENSG00000111783.8
1	ENSG00000270147.1	ENSG00000122417.11
1	ENSG00000254664.1	ENSG00000176619.6
1	ENSG00000168303.6	ENSG00000164164.11
1	ENSG00000151458.7	ENSG00000110925.2
1	ENSG00000125378.11	ENSG00000105321.8
1	ENSG00000108932.7	ENSG00000162461.7
1	ENSG00000185973.6	ENSG00000179523.4
1	ENSG00000172159.11	ENSG00000176840.7
1	ENSG00000203668.1	ENSG00000122386.6
1	ENSG00000122507.16	ENSG00000197798.4
1	ENSG00000011028.9	ENSG00000116198.8
1	ENSG00000140471.12	ENSG00000076242.10
1	ENSG00000119778.10	ENSG00000182492.11
1	ENSG00000259959.1	ENSG00000151353.10
1	ENSG00000173706.8	ENSG00000124532.10
1	ENSG00000233654.1	ENSG00000105656.8
1	ENSG00000214827.5	ENSG00000184313.15
1	ENSG00000206176.5	ENSG00000108061.7
1	ENSG00000170776.15	ENSG00000198937.8
1	ENSG00000262484.1	ENSG00000064687.8
1	ENSG00000229320.3	ENSG00000139697.7
1	ENSG00000186272.8	ENSG00000161955.12
1	ENSG00000165633.8	ENSG00000120910.10
1	ENSG00000138771.10	ENSG00000180616.4
1	ENSG00000101222.8	ENSG00000153989.7
1	ENSG00000033011.7	ENSG00000164211.8
1	ENSG00000049323.11	ENSG00000065357.15
1	ENSG00000070950.5	ENSG00000178802.13
1	ENSG00000170396.6	ENSG00000187653.10
1	ENSG00000187667.6	ENSG00000137337.10
1	ENSG00000009724.12	ENSG00000173442.7
1	ENSG00000166819.7	ENSG00000185608.4
1	ENSG00000227671.3	ENSG00000176619.6
1	ENSG00000224318.1	ENSG00000144867.7
1	ENSG00000165246.8	ENSG00000134014.12
1	ENSG00000231770.1	ENSG00000163406.6
1	ENSG00000234797.4	ENSG00000134817.9
1	ENSG00000167676.3	ENSG00000166166.8
1	ENSG00000235961.3	ENSG00000164576.7
1	ENSG00000258302.1	ENSG00000204536.9
1	ENSG00000255337.1	ENSG00000138688.11
1	ENSG00000263878.1	ENSG00000155816.15
1	ENSG00000146802.8	ENSG00000219200.6
1	ENSG00000165046.8	ENSG00000117791.11
1	ENSG00000158258.11	ENSG00000174013.7
1	ENSG00000127081.9	ENSG00000105486.9
1	ENSG00000169064.8	ENSG00000257923.5
1	ENSG00000197744.5	ENSG00000171421.8
1	ENSG00000186812.8	ENSG00000155099.3
1	ENSG00000225051.4	ENSG00000025796.9
1	ENSG00000214376.5	ENSG00000138246.11
1	ENSG00000166341.6	ENSG00000121964.10
1	ENSG00000271778.1	ENSG00000153982.6
1	ENSG00000198963.6	ENSG00000204116.7
1	ENSG00000260440.1	ENSG00000135679.17
1	ENSG00000151812.10	ENSG00000179598.5
1	ENSG00000177182.6	ENSG00000118276.7
1	ENSG00000260166.1	ENSG00000118276.7
1	ENSG00000263164.1	ENSG00000158195.6
1	ENSG00000125611.11	ENSG00000105136.15
1	ENSG00000143443.9	ENSG00000068354.11
1	ENSG00000050438.12	ENSG00000146707.10
1	ENSG00000102057.5	ENSG00000177000.6
1	ENSG00000273466.1	ENSG00000117139.12
1	ENSG00000100599.11	ENSG00000004897.7
1	ENSG00000227398.3	ENSG00000145391.9
1	ENSG00000162951.6	ENSG00000183718.4
1	ENSG00000148926.5	ENSG00000131759.13
1	ENSG00000180332.5	ENSG00000141429.9
1	ENSG00000131055.4	ENSG00000116005.7
1	ENSG00000141519.10	ENSG00000123575.8
1	ENSG00000166860.2	ENSG00000132792.14
1	ENSG00000244124.1	ENSG00000134548.5
1	ENSG00000176531.6	ENSG00000122550.13
1	ENSG00000254206.1	ENSG00000112592.8
1	ENSG00000204950.2	ENSG00000169375.11
1	ENSG00000229659.1	ENSG00000164576.7
1	ENSG00000256148.1	ENSG00000131378.9
1	ENSG00000185621.7	ENSG00000124532.10
1	ENSG00000260948.1	ENSG00000115255.6
1	ENSG00000123329.13	ENSG00000172819.12
1	ENSG00000203805.6	ENSG00000170832.8
1	ENSG00000112877.6	ENSG00000083642.14
1	ENSG00000169507.5	ENSG00000119596.13
1	ENSG00000228623.2	ENSG00000084628.5
1	ENSG00000102699.5	ENSG00000187257.10
1	ENSG00000167920.4	ENSG00000130023.11
1	ENSG00000129270.11	ENSG00000175906.4
1	ENSG00000130158.9	ENSG00000164463.8
1	ENSG00000243431.1	ENSG00000135974.5
1	ENSG00000132026.9	ENSG00000108960.3
1	ENSG00000139974.11	ENSG00000235878.4
1	ENSG00000107736.15	ENSG00000221838.5
1	ENSG00000147421.13	ENSG00000140939.10
1	ENSG00000178642.5	ENSG00000099625.8
1	ENSG00000175206.6	ENSG00000232573.1
1	ENSG00000227719.1	ENSG00000170855.3
1	ENSG00000135678.7	ENSG00000120616.11
1	ENSG00000147465.7	ENSG00000113761.7
1	ENSG00000226608.2	ENSG00000180488.10
1	ENSG00000184110.10	ENSG00000134905.12
1	ENSG00000196437.6	ENSG00000109943.4
1	ENSG00000119720.13	ENSG00000157764.8
1	ENSG00000163449.6	ENSG00000133065.6
1	ENSG00000184675.5	ENSG00000261292.1
1	ENSG00000221025.1	ENSG00000120685.15
1	ENSG00000135931.13	ENSG00000204394.8
1	ENSG00000113318.9	ENSG00000117791.11
1	ENSG00000121039.5	ENSG00000122687.13
1	ENSG00000127081.9	ENSG00000166477.8
1	ENSG00000085274.11	ENSG00000157881.9
1	ENSG00000157680.11	ENSG00000151849.10
1	ENSG00000114473.9	ENSG00000140526.12
1	ENSG00000147592.4	ENSG00000180537.8
1	ENSG00000273306.1	ENSG00000132768.9
1	ENSG00000269235.1	ENSG00000143369.10
1	ENSG00000230453.5	ENSG00000170113.11
1	ENSG00000235436.6	ENSG00000179041.2
1	ENSG00000198604.6	ENSG00000165983.10
1	ENSG00000164938.9	ENSG00000196872.6
1	ENSG00000169313.9	ENSG00000091732.11
1	ENSG00000204390.8	ENSG00000132376.15
1	ENSG00000187699.6	ENSG00000110497.10
1	ENSG00000163935.9	ENSG00000008282.3
1	ENSG00000164867.6	ENSG00000135930.9
1	ENSG00000116791.9	ENSG00000100360.10
1	ENSG00000225377.1	ENSG00000120925.9
1	ENSG00000229097.1	ENSG00000136045.7
1	ENSG00000239415.1	ENSG00000162441.7
1	ENSG00000148143.8	ENSG00000052795.8
1	ENSG00000230982.1	ENSG00000250506.2
1	ENSG00000110002.11	ENSG00000102678.6
1	ENSG00000228214.2	ENSG00000162341.11
1	ENSG00000133805.11	ENSG00000135999.7
1	ENSG00000204588.5	ENSG00000183793.9
1	ENSG00000166546.9	ENSG00000018610.9
1	ENSG00000197483.8	ENSG00000261342.1
1	ENSG00000119509.8	ENSG00000040199.14
1	ENSG00000142583.13	ENSG00000154001.9
1	ENSG00000186510.7	ENSG00000134716.5
1	ENSG00000169981.6	ENSG00000139289.9
1	ENSG00000113448.12	ENSG00000126821.7
1	ENSG00000082512.10	ENSG00000113369.4
1	ENSG00000203666.8	ENSG00000114030.8
1	ENSG00000180479.9	ENSG00000115252.14
1	ENSG00000255748.1	ENSG00000130713.11
1	ENSG00000155085.11	ENSG00000135452.5
1	ENSG00000259839.1	ENSG00000123106.6
1	ENSG00000204682.5	ENSG00000002933.3
1	ENSG00000253570.1	ENSG00000100207.14
1	ENSG00000243709.1	ENSG00000067369.9
1	ENSG00000168904.10	ENSG00000108883.8
1	ENSG00000173821.15	ENSG00000157734.9
1	ENSG00000118965.10	ENSG00000105357.11
1	ENSG00000272958.1	ENSG00000009413.11
1	ENSG00000132436.7	ENSG00000176783.10
1	ENSG00000196466.6	ENSG00000057663.8
1	ENSG00000196407.7	ENSG00000001629.5
1	ENSG00000137392.5	ENSG00000134697.8
1	ENSG00000267858.1	ENSG00000123297.12
1	ENSG00000162630.5	ENSG00000135847.5
1	ENSG00000273116.1	ENSG00000185630.14
1	ENSG00000165591.6	ENSG00000170855.3
1	ENSG00000147437.5	ENSG00000132604.6
1	ENSG00000261269.1	ENSG00000131778.13
1	ENSG00000188368.5	ENSG00000100714.11
1	ENSG00000196581.6	ENSG00000243989.3
1	ENSG00000236431.1	ENSG00000133056.9
1	ENSG00000002746.10	ENSG00000169439.7
1	ENSG00000261652.2	ENSG00000153814.7
1	ENSG00000149634.4	ENSG00000169504.10
1	ENSG00000134376.10	ENSG00000130699.12
1	ENSG00000267317.1	ENSG00000168556.5
1	ENSG00000064763.6	ENSG00000104976.7
1	ENSG00000139239.6	ENSG00000143702.11
1	ENSG00000239763.2	ENSG00000132792.14
1	ENSG00000173452.9	ENSG00000125846.11
1	ENSG00000265242.1	ENSG00000253797.2
1	ENSG00000196646.7	ENSG00000119899.11
1	ENSG00000205246.4	ENSG00000196542.4
1	ENSG00000065060.12	ENSG00000144655.10
1	ENSG00000267058.1	ENSG00000172936.8
1	ENSG00000260552.1	ENSG00000089159.11
1	ENSG00000092969.7	ENSG00000186106.7
1	ENSG00000112053.9	ENSG00000111725.6
1	ENSG00000125650.4	ENSG00000129219.9
1	ENSG00000151952.10	ENSG00000163995.14
1	ENSG00000227603.1	ENSG00000118276.7
1	ENSG00000267106.1	ENSG00000204301.5
1	ENSG00000174442.7	ENSG00000157837.11
1	ENSG00000256973.1	ENSG00000150938.5
1	ENSG00000224186.4	ENSG00000087502.13
1	ENSG00000261126.3	ENSG00000163412.8
1	ENSG00000196581.6	ENSG00000198818.5
1	ENSG00000114423.14	ENSG00000158457.4
1	ENSG00000119283.11	ENSG00000136986.5
1	ENSG00000243970.1	ENSG00000127948.9
1	ENSG00000245680.5	ENSG00000029534.15
1	ENSG00000173705.4	ENSG00000100023.13
1	ENSG00000177685.12	ENSG00000100916.9
1	ENSG00000147459.13	ENSG00000083290.15
1	ENSG00000167765.3	ENSG00000115289.8
1	ENSG00000117598.7	ENSG00000101911.8
1	ENSG00000271737.1	ENSG00000174227.11
1	ENSG00000205037.2	ENSG00000176209.7
1	ENSG00000143194.8	ENSG00000064419.9
1	ENSG00000237036.4	ENSG00000198914.2
1	ENSG00000233901.1	ENSG00000103175.6
1	ENSG00000256577.1	ENSG00000169398.15
1	ENSG00000112562.14	ENSG00000118689.10
1	ENSG00000142959.4	ENSG00000123737.8
1	ENSG00000214659.4	ENSG00000223891.1
1	ENSG00000000457.9	ENSG00000134375.6
1	ENSG00000254507.2	ENSG00000023572.4
1	ENSG00000138193.10	ENSG00000101782.10
1	ENSG00000172935.8	ENSG00000068028.13
1	ENSG00000141198.9	ENSG00000106049.4
1	ENSG00000267058.1	ENSG00000067955.9
1	ENSG00000257242.2	ENSG00000106012.13
1	ENSG00000262580.1	ENSG00000133794.13
1	ENSG00000104998.2	ENSG00000182841.8
1	ENSG00000181016.5	ENSG00000272541.1
1	ENSG00000123600.14	ENSG00000180992.5
1	ENSG00000171295.8	ENSG00000269490.1
1	ENSG00000243902.2	ENSG00000138614.10
1	ENSG00000125898.8	ENSG00000221829.5
1	ENSG00000128591.11	ENSG00000110492.11
1	ENSG00000260645.1	ENSG00000149571.6
1	ENSG00000091436.12	ENSG00000037474.10
1	ENSG00000158865.8	ENSG00000172732.7
1	ENSG00000256092.2	ENSG00000213160.5
1	ENSG00000214353.3	ENSG00000048544.5
1	ENSG00000233622.1	ENSG00000130590.9
1	ENSG00000067646.7	ENSG00000182165.13
1	ENSG00000226465.1	ENSG00000181192.7
1	ENSG00000258102.1	ENSG00000176783.10
1	ENSG00000143067.4	ENSG00000005700.10
1	ENSG00000172031.6	ENSG00000074603.14
1	ENSG00000205041.1	ENSG00000106144.15
1	ENSG00000260947.1	ENSG00000152904.7
1	ENSG00000152049.5	ENSG00000214135.4
1	ENSG00000251429.1	ENSG00000241839.5
1	ENSG00000155846.12	ENSG00000104368.13
1	ENSG00000185128.11	ENSG00000271870.1
1	ENSG00000217643.1	ENSG00000259891.1
1	ENSG00000226287.3	ENSG00000120675.4
1	ENSG00000271815.1	ENSG00000087269.11
1	ENSG00000119042.12	ENSG00000129187.10
1	ENSG00000156802.8	ENSG00000163686.9
1	ENSG00000222011.4	ENSG00000198382.4
1	ENSG00000254681.2	ENSG00000203791.9
1	ENSG00000221870.2	ENSG00000137492.3
1	ENSG00000082482.9	ENSG00000214435.3
1	ENSG00000262944.1	ENSG00000197448.9
1	ENSG00000272523.1	ENSG00000121486.7
1	ENSG00000106344.4	ENSG00000185909.10
1	ENSG00000270060.1	ENSG00000139438.5
1	ENSG00000200530.1	ENSG00000087263.12
1	ENSG00000147481.9	ENSG00000197965.7
1	ENSG00000101353.10	ENSG00000101654.13
1	ENSG00000198589.6	ENSG00000184164.10
1	ENSG00000261338.1	ENSG00000103152.7
1	ENSG00000265678.1	ENSG00000136141.10
1	ENSG00000166947.7	ENSG00000139921.8
1	ENSG00000166669.9	ENSG00000164221.8
1	ENSG00000196581.6	ENSG00000104635.9
1	ENSG00000179476.3	ENSG00000127463.9
