Clusters	Gene1	Gene2
13	ENSG00000227001.2	ENSG00000069493.10
13	ENSG00000213047.7	ENSG00000174175.12
13	ENSG00000253816.2	ENSG00000199444.1
13	ENSG00000204347.3	ENSG00000268257.2
13	ENSG00000108823.11	ENSG00000251009.2
13	ENSG00000169436.12	ENSG00000267212.1
13	ENSG00000131002.7	ENSG00000265295.1
13	ENSG00000238793.1	ENSG00000235081.1
13	ENSG00000272977.1	ENSG00000240373.1
13	ENSG00000241131.1	ENSG00000238900.1
13	ENSG00000259826.1	ENSG00000268578.1
13	ENSG00000244151.1	ENSG00000254340.1
13	ENSG00000182359.10	ENSG00000265451.1
13	ENSG00000262983.1	ENSG00000168237.13
13	ENSG00000133131.10	ENSG00000260448.1
13	ENSG00000272589.1	ENSG00000240356.2
13	ENSG00000175147.7	ENSG00000256981.1
13	ENSG00000257596.1	ENSG00000261359.2
13	ENSG00000271833.1	ENSG00000136378.10
13	ENSG00000231609.1	ENSG00000263232.2
13	ENSG00000268047.1	ENSG00000259296.1
13	ENSG00000269753.1	ENSG00000259277.1
13	ENSG00000181938.9	ENSG00000258794.3
13	ENSG00000152454.3	ENSG00000207551.1
13	ENSG00000188467.6	ENSG00000172322.9
13	ENSG00000263597.1	ENSG00000248227.1
13	ENSG00000255142.1	ENSG00000226009.1
13	ENSG00000189362.7	ENSG00000269959.1
13	ENSG00000181690.3	ENSG00000199161.1
13	ENSG00000152454.3	ENSG00000202430.1
13	ENSG00000261773.1	ENSG00000251898.1
13	ENSG00000269399.1	ENSG00000268941.1
13	ENSG00000259287.1	ENSG00000229596.2
13	ENSG00000236871.2	ENSG00000164932.8
13	ENSG00000173727.7	ENSG00000224324.1
13	ENSG00000173295.3	ENSG00000150527.12
13	ENSG00000238793.1	ENSG00000268503.1
13	ENSG00000181896.7	ENSG00000229721.3
13	ENSG00000196741.3	ENSG00000170209.4
13	ENSG00000225643.1	ENSG00000228914.1
13	ENSG00000223476.1	ENSG00000235494.1
13	ENSG00000243155.1	ENSG00000260743.1
13	ENSG00000089682.12	ENSG00000254016.2
13	ENSG00000196074.8	ENSG00000197056.5
13	ENSG00000117586.6	ENSG00000259648.1
13	ENSG00000223343.1	ENSG00000147873.4
13	ENSG00000224204.1	ENSG00000128655.12
13	ENSG00000261372.1	ENSG00000244671.2
13	ENSG00000265106.1	ENSG00000271380.1
13	ENSG00000262712.1	ENSG00000229035.2
13	ENSG00000227078.1	ENSG00000151812.10
13	ENSG00000178177.10	ENSG00000136694.8
13	ENSG00000107554.11	ENSG00000211673.2
13	ENSG00000159905.10	ENSG00000264898.1
13	ENSG00000267058.1	ENSG00000225795.1
13	ENSG00000246859.2	ENSG00000137767.9
13	ENSG00000136982.5	ENSG00000252968.1
13	ENSG00000135482.2	ENSG00000257964.1
13	ENSG00000268357.1	ENSG00000224675.1
13	ENSG00000172650.8	ENSG00000212556.1
13	ENSG00000213347.6	ENSG00000217653.1
13	ENSG00000116981.3	ENSG00000171049.8
13	ENSG00000243155.1	ENSG00000236533.1
13	ENSG00000267692.1	ENSG00000235545.1
13	ENSG00000263597.1	ENSG00000226543.2
13	ENSG00000137404.10	ENSG00000238793.1
13	ENSG00000261460.1	ENSG00000266513.1
13	ENSG00000267795.1	ENSG00000241772.2
13	ENSG00000226084.4	ENSG00000196511.9
13	ENSG00000119681.7	ENSG00000233457.1
13	ENSG00000096088.12	ENSG00000267676.1
13	ENSG00000267730.1	ENSG00000255058.1
13	ENSG00000236066.1	ENSG00000258471.1
13	ENSG00000234678.1	ENSG00000234929.1
13	ENSG00000240395.1	ENSG00000159167.7
13	ENSG00000089116.3	ENSG00000228589.2
13	ENSG00000179899.7	ENSG00000169194.5
13	ENSG00000232503.1	ENSG00000262587.1
13	ENSG00000187736.8	ENSG00000269483.1
13	ENSG00000231259.3	ENSG00000213403.2
13	ENSG00000197558.7	ENSG00000180389.6
13	ENSG00000246596.2	ENSG00000237594.2
13	ENSG00000234175.1	ENSG00000206881.1
13	ENSG00000230082.1	ENSG00000238437.1
13	ENSG00000231889.3	ENSG00000245614.2
13	ENSG00000263320.1	ENSG00000271181.1
13	ENSG00000256540.1	ENSG00000266654.1
13	ENSG00000232637.3	ENSG00000233970.1
13	ENSG00000232630.1	ENSG00000270248.1
13	ENSG00000253678.1	ENSG00000236698.1
13	ENSG00000189362.7	ENSG00000243445.1
13	ENSG00000204347.3	ENSG00000228201.1
13	ENSG00000160117.10	ENSG00000257302.1
13	ENSG00000246859.2	ENSG00000199313.1
13	ENSG00000258102.1	ENSG00000184084.7
13	ENSG00000260082.1	ENSG00000225043.1
13	ENSG00000273295.1	ENSG00000272130.1
13	ENSG00000243284.1	ENSG00000196169.10
13	ENSG00000183760.6	ENSG00000202297.1
13	ENSG00000259972.1	ENSG00000143498.13
13	ENSG00000181031.11	ENSG00000225948.2
13	ENSG00000143001.4	ENSG00000254251.1
13	ENSG00000252838.1	ENSG00000137252.5
13	ENSG00000227078.1	ENSG00000103196.7
13	ENSG00000179111.4	ENSG00000254298.1
13	ENSG00000229874.2	ENSG00000170482.12
13	ENSG00000258900.1	ENSG00000230746.1
13	ENSG00000062038.9	ENSG00000265195.1
13	ENSG00000171471.5	ENSG00000223458.1
13	ENSG00000139160.9	ENSG00000239504.2
13	ENSG00000222788.1	ENSG00000235299.2
13	ENSG00000233937.2	ENSG00000212091.1
13	ENSG00000215452.3	ENSG00000016082.10
13	ENSG00000260773.1	ENSG00000249362.1
13	ENSG00000164406.7	ENSG00000233674.2
13	ENSG00000235065.1	ENSG00000207449.1
13	ENSG00000273179.1	ENSG00000242493.2
13	ENSG00000170549.3	ENSG00000205002.3
13	ENSG00000262521.1	ENSG00000249047.2
13	ENSG00000145908.8	ENSG00000271732.1
13	ENSG00000129910.3	ENSG00000260647.1
13	ENSG00000114854.3	ENSG00000198554.7
13	ENSG00000174788.5	ENSG00000043462.7
13	ENSG00000258789.1	ENSG00000112619.6
13	ENSG00000174788.5	ENSG00000125551.14
13	ENSG00000252447.1	ENSG00000257953.1
13	ENSG00000261819.1	ENSG00000235357.1
13	ENSG00000267342.1	ENSG00000258300.2
13	ENSG00000186446.7	ENSG00000238184.1
13	ENSG00000100433.11	ENSG00000268545.1
13	ENSG00000174428.12	ENSG00000250726.1
13	ENSG00000179061.1	ENSG00000104783.7
13	ENSG00000262712.1	ENSG00000234945.3
13	ENSG00000260776.1	ENSG00000266876.1
13	ENSG00000183496.5	ENSG00000206715.1
13	ENSG00000268357.1	ENSG00000187024.9
13	ENSG00000263326.1	ENSG00000204150.7
13	ENSG00000272906.1	ENSG00000262119.1
13	ENSG00000129749.3	ENSG00000197149.4
13	ENSG00000254675.1	ENSG00000164303.6
13	ENSG00000104371.4	ENSG00000268821.1
13	ENSG00000267543.1	ENSG00000224933.2
13	ENSG00000151812.10	ENSG00000267139.1
13	ENSG00000233622.1	ENSG00000236848.2
13	ENSG00000239213.1	ENSG00000259426.1
13	ENSG00000267786.1	ENSG00000270480.1
13	ENSG00000165185.10	ENSG00000234655.2
13	ENSG00000135253.9	ENSG00000185669.5
13	ENSG00000116191.13	ENSG00000224192.2
13	ENSG00000253485.1	ENSG00000223558.1
13	ENSG00000271380.1	ENSG00000137869.9
13	ENSG00000204131.6	ENSG00000264514.1
13	ENSG00000187715.9	ENSG00000272969.1
13	ENSG00000125885.9	ENSG00000237749.3
13	ENSG00000185864.12	ENSG00000179141.5
13	ENSG00000272800.1	ENSG00000259609.1
13	ENSG00000240929.2	ENSG00000221261.1
13	ENSG00000164330.12	ENSG00000256235.1
13	ENSG00000225241.3	ENSG00000223477.3
13	ENSG00000253816.2	ENSG00000265369.2
13	ENSG00000178623.7	ENSG00000227694.1
13	ENSG00000188452.9	ENSG00000232022.2
13	ENSG00000273301.1	ENSG00000148735.10
13	ENSG00000202363.1	ENSG00000251812.1
13	ENSG00000187736.8	ENSG00000229163.2
13	ENSG00000172179.7	ENSG00000253166.2
13	ENSG00000188033.5	ENSG00000268223.2
13	ENSG00000256271.1	ENSG00000219928.2
13	ENSG00000271821.1	ENSG00000249335.1
13	ENSG00000247679.2	ENSG00000235423.4
13	ENSG00000262362.1	ENSG00000219665.4
13	ENSG00000224186.4	ENSG00000115163.10
13	ENSG00000115425.9	ENSG00000181378.9
13	ENSG00000227877.2	ENSG00000222808.1
13	ENSG00000228330.1	ENSG00000238806.1
13	ENSG00000272696.1	ENSG00000018280.12
13	ENSG00000207554.1	ENSG00000269069.1
13	ENSG00000133246.7	ENSG00000207357.1
13	ENSG00000151651.11	ENSG00000267939.1
13	ENSG00000226763.3	ENSG00000196420.3
13	ENSG00000251695.2	ENSG00000202172.1
13	ENSG00000072133.6	ENSG00000199865.1
13	ENSG00000259957.2	ENSG00000082074.11
13	ENSG00000272233.1	ENSG00000186439.8
13	ENSG00000261819.1	ENSG00000258914.1
13	ENSG00000172671.15	ENSG00000261603.1
13	ENSG00000204778.4	ENSG00000138646.4
13	ENSG00000244050.2	ENSG00000244657.1
13	ENSG00000146918.15	ENSG00000214944.5
13	ENSG00000112541.9	ENSG00000213363.4
13	ENSG00000078579.8	ENSG00000226676.1
13	ENSG00000272909.1	ENSG00000206834.1
13	ENSG00000272583.1	ENSG00000171962.13
13	ENSG00000267913.1	ENSG00000248211.1
13	ENSG00000258959.1	ENSG00000214686.3
13	ENSG00000144681.6	ENSG00000221809.1
13	ENSG00000205041.1	ENSG00000260751.2
13	ENSG00000272836.1	ENSG00000230515.1
13	ENSG00000273018.1	ENSG00000243304.3
13	ENSG00000146414.11	ENSG00000128606.8
13	ENSG00000137877.8	ENSG00000164430.11
13	ENSG00000174788.5	ENSG00000213711.3
13	ENSG00000204175.4	ENSG00000239903.2
13	ENSG00000272100.1	ENSG00000238021.2
13	ENSG00000260277.1	ENSG00000196331.5
13	ENSG00000266248.1	ENSG00000168491.5
13	ENSG00000175611.7	ENSG00000252768.1
13	ENSG00000240376.1	ENSG00000253739.1
13	ENSG00000268040.1	ENSG00000252234.1
13	ENSG00000101624.6	ENSG00000236734.2
13	ENSG00000255509.2	ENSG00000270009.1
13	ENSG00000224387.1	ENSG00000250012.1
13	ENSG00000142794.14	ENSG00000201547.1
13	ENSG00000180385.4	ENSG00000221429.1
13	ENSG00000185338.4	ENSG00000230112.1
13	ENSG00000270689.1	ENSG00000267025.1
13	ENSG00000234684.2	ENSG00000259802.1
13	ENSG00000207650.1	ENSG00000142698.10
13	ENSG00000186603.4	ENSG00000011590.9
13	ENSG00000234678.1	ENSG00000235072.1
13	ENSG00000242198.1	ENSG00000272798.1
13	ENSG00000198440.5	ENSG00000158014.10
13	ENSG00000182150.11	ENSG00000262171.1
13	ENSG00000260440.1	ENSG00000227365.1
13	ENSG00000140525.13	ENSG00000203400.3
13	ENSG00000265126.1	ENSG00000261650.1
13	ENSG00000091073.15	ENSG00000259209.1
13	ENSG00000272072.1	ENSG00000213934.5
13	ENSG00000254981.1	ENSG00000268838.1
13	ENSG00000273038.1	ENSG00000237613.2
13	ENSG00000181619.11	ENSG00000205897.5
13	ENSG00000272223.1	ENSG00000160791.12
13	ENSG00000176371.9	ENSG00000211892.2
13	ENSG00000213020.4	ENSG00000260658.1
13	ENSG00000242028.1	ENSG00000168811.2
13	ENSG00000223508.5	ENSG00000226706.1
13	ENSG00000270659.1	ENSG00000271204.1
13	ENSG00000237015.1	ENSG00000206675.1
13	ENSG00000260614.1	ENSG00000172236.12
13	ENSG00000125337.12	ENSG00000232528.3
13	ENSG00000271380.1	ENSG00000254538.1
13	ENSG00000130518.12	ENSG00000229947.1
13	ENSG00000244723.3	ENSG00000259173.2
13	ENSG00000172062.12	ENSG00000259195.1
13	ENSG00000164841.4	ENSG00000137441.7
13	ENSG00000231234.1	ENSG00000224521.1
13	ENSG00000267088.1	ENSG00000197723.3
13	ENSG00000265945.1	ENSG00000145850.4
13	ENSG00000261069.2	ENSG00000248397.1
13	ENSG00000227543.3	ENSG00000205482.7
13	ENSG00000164002.7	ENSG00000203943.4
13	ENSG00000209582.1	ENSG00000181625.13
13	ENSG00000152457.13	ENSG00000164822.4
13	ENSG00000196267.8	ENSG00000266241.1
13	ENSG00000226920.1	ENSG00000273248.1
13	ENSG00000235703.1	ENSG00000224628.2
13	ENSG00000182327.7	ENSG00000207014.1
13	ENSG00000161609.5	ENSG00000255933.1
13	ENSG00000184709.7	ENSG00000249669.3
13	ENSG00000234648.1	ENSG00000225947.1
13	ENSG00000091844.3	ENSG00000227318.4
13	ENSG00000261586.2	ENSG00000260084.1
13	ENSG00000146414.11	ENSG00000201555.1
13	ENSG00000224635.1	ENSG00000119457.7
13	ENSG00000266289.1	ENSG00000202522.1
13	ENSG00000162757.3	ENSG00000270068.1
13	ENSG00000267163.1	ENSG00000174977.7
13	ENSG00000273153.1	ENSG00000259364.1
13	ENSG00000198298.8	ENSG00000174611.7
13	ENSG00000249129.1	ENSG00000241464.3
13	ENSG00000229447.2	ENSG00000186831.7
13	ENSG00000131480.4	ENSG00000131808.6
13	ENSG00000263326.1	ENSG00000197822.6
13	ENSG00000186842.4	ENSG00000222255.1
13	ENSG00000092470.7	ENSG00000239028.1
13	ENSG00000269001.1	ENSG00000166741.3
13	ENSG00000235711.3	ENSG00000250982.2
13	ENSG00000239884.2	ENSG00000227191.2
13	ENSG00000137857.13	ENSG00000236184.1
13	ENSG00000187187.9	ENSG00000259502.1
13	ENSG00000263033.1	ENSG00000219433.2
13	ENSG00000215018.5	ENSG00000267799.1
13	ENSG00000172650.8	ENSG00000249779.1
13	ENSG00000260487.1	ENSG00000206724.1
13	ENSG00000189164.10	ENSG00000253122.1
13	ENSG00000273038.1	ENSG00000254974.1
13	ENSG00000148288.7	ENSG00000235267.1
13	ENSG00000231563.1	ENSG00000272864.1
13	ENSG00000086730.12	ENSG00000219604.1
13	ENSG00000267219.1	ENSG00000271943.1
13	ENSG00000137460.4	ENSG00000008086.6
13	ENSG00000267388.1	ENSG00000186831.7
13	ENSG00000271032.1	ENSG00000187024.9
13	ENSG00000184675.5	ENSG00000240122.1
13	ENSG00000272836.1	ENSG00000241755.1
13	ENSG00000252447.1	ENSG00000089356.12
13	ENSG00000260136.1	ENSG00000265087.1
13	ENSG00000197933.8	ENSG00000131885.12
13	ENSG00000183878.11	ENSG00000229950.1
13	ENSG00000204347.3	ENSG00000206633.1
13	ENSG00000224113.2	ENSG00000249568.1
13	ENSG00000114654.6	ENSG00000197714.4
13	ENSG00000039560.9	ENSG00000168078.5
13	ENSG00000124257.6	ENSG00000239028.1
13	ENSG00000226499.1	ENSG00000181544.9
13	ENSG00000163545.7	ENSG00000261064.1
13	ENSG00000174796.8	ENSG00000231185.2
13	ENSG00000272277.1	ENSG00000234148.2
13	ENSG00000163945.11	ENSG00000223571.1
13	ENSG00000183814.11	ENSG00000258443.1
13	ENSG00000207051.1	ENSG00000254418.1
13	ENSG00000242902.1	ENSG00000233114.2
13	ENSG00000161609.5	ENSG00000188487.7
13	ENSG00000166145.10	ENSG00000253022.1
13	ENSG00000135763.5	ENSG00000255991.2
13	ENSG00000239474.2	ENSG00000265780.1
13	ENSG00000273325.1	ENSG00000163362.6
13	ENSG00000223799.1	ENSG00000258933.1
13	ENSG00000268896.1	ENSG00000238924.1
13	ENSG00000234537.1	ENSG00000158816.11
13	ENSG00000105664.6	ENSG00000224109.1
13	ENSG00000230224.1	ENSG00000113396.8
13	ENSG00000203832.6	ENSG00000112319.13
13	ENSG00000181392.10	ENSG00000207342.1
13	ENSG00000176896.7	ENSG00000198691.7
13	ENSG00000261625.1	ENSG00000170961.6
13	ENSG00000257315.1	ENSG00000260361.1
13	ENSG00000178172.2	ENSG00000141519.10
13	ENSG00000144681.6	ENSG00000114204.10
13	ENSG00000172456.12	ENSG00000206637.1
13	ENSG00000273153.1	ENSG00000265750.1
13	ENSG00000272195.1	ENSG00000258935.1
13	ENSG00000269737.1	ENSG00000237347.2
13	ENSG00000108786.6	ENSG00000228057.1
13	ENSG00000069974.11	ENSG00000244056.2
13	ENSG00000141337.8	ENSG00000108556.7
13	ENSG00000242282.2	ENSG00000164385.5
13	ENSG00000228330.1	ENSG00000159450.8
13	ENSG00000184838.10	ENSG00000129991.8
13	ENSG00000121454.4	ENSG00000237818.1
13	ENSG00000228510.2	ENSG00000231414.1
13	ENSG00000272368.1	ENSG00000254867.1
13	ENSG00000115386.5	ENSG00000063127.11
13	ENSG00000088305.14	ENSG00000246379.2
13	ENSG00000153551.9	ENSG00000250132.2
13	ENSG00000269482.1	ENSG00000207385.1
13	ENSG00000151611.9	ENSG00000259749.1
13	ENSG00000213171.2	ENSG00000178722.8
13	ENSG00000273449.1	ENSG00000162438.7
13	ENSG00000228487.1	ENSG00000234936.1
13	ENSG00000239732.2	ENSG00000211968.2
13	ENSG00000243961.2	ENSG00000253971.1
13	ENSG00000206417.4	ENSG00000234789.1
13	ENSG00000196705.4	ENSG00000223821.1
13	ENSG00000177932.6	ENSG00000196553.9
13	ENSG00000272316.1	ENSG00000265398.1
13	ENSG00000013810.14	ENSG00000253667.2
13	ENSG00000139160.9	ENSG00000173166.13
13	ENSG00000272181.1	ENSG00000263627.1
13	ENSG00000226352.2	ENSG00000238296.1
13	ENSG00000178177.10	ENSG00000264553.1
13	ENSG00000197540.3	ENSG00000181781.5
13	ENSG00000270157.1	ENSG00000230613.1
13	ENSG00000237950.1	ENSG00000261672.1
13	ENSG00000167524.10	ENSG00000189419.5
13	ENSG00000268061.1	ENSG00000233351.1
13	ENSG00000223345.3	ENSG00000212205.1
13	ENSG00000261669.1	ENSG00000228522.2
13	ENSG00000244879.3	ENSG00000270996.1
13	ENSG00000095015.5	ENSG00000265702.1
13	ENSG00000271653.1	ENSG00000169894.13
13	ENSG00000188529.10	ENSG00000270307.1
13	ENSG00000065615.9	ENSG00000188833.5
13	ENSG00000183878.11	ENSG00000214016.3
13	ENSG00000132130.7	ENSG00000256312.1
13	ENSG00000176371.9	ENSG00000271889.1
13	ENSG00000065615.9	ENSG00000162814.6
13	ENSG00000100578.10	ENSG00000074276.6
13	ENSG00000166860.2	ENSG00000256310.1
13	ENSG00000215421.5	ENSG00000211934.2
13	ENSG00000242220.2	ENSG00000170323.4
13	ENSG00000213420.3	ENSG00000229048.4
13	ENSG00000226920.1	ENSG00000157168.14
13	ENSG00000152439.8	ENSG00000211669.2
13	ENSG00000260279.1	ENSG00000187762.5
13	ENSG00000247572.3	ENSG00000230446.1
13	ENSG00000200534.1	ENSG00000250461.1
13	ENSG00000197054.7	ENSG00000264384.1
13	ENSG00000272017.1	ENSG00000250254.1
13	ENSG00000182722.5	ENSG00000101311.11
13	ENSG00000229246.1	ENSG00000270959.1
13	ENSG00000124508.12	ENSG00000227076.1
13	ENSG00000170549.3	ENSG00000272319.1
13	ENSG00000234617.1	ENSG00000205181.5
13	ENSG00000167384.6	ENSG00000247708.3
13	ENSG00000180822.7	ENSG00000214457.3
13	ENSG00000065615.9	ENSG00000120937.8
13	ENSG00000101624.6	ENSG00000270510.1
13	ENSG00000115425.9	ENSG00000258809.1
13	ENSG00000238556.1	ENSG00000233110.1
13	ENSG00000100578.10	ENSG00000144893.8
13	ENSG00000108785.7	ENSG00000229727.2
13	ENSG00000165171.6	ENSG00000253334.1
13	ENSG00000125885.9	ENSG00000259020.2
13	ENSG00000259772.2	ENSG00000264798.1
13	ENSG00000270171.1	ENSG00000213435.3
13	ENSG00000099958.10	ENSG00000263624.1
13	ENSG00000125378.11	ENSG00000268721.1
13	ENSG00000267848.1	ENSG00000224227.2
13	ENSG00000260685.1	ENSG00000230911.1
13	ENSG00000165288.10	ENSG00000215006.4
13	ENSG00000170917.9	ENSG00000258048.1
13	ENSG00000267370.1	ENSG00000136867.6
13	ENSG00000272829.1	ENSG00000188693.7
13	ENSG00000162139.5	ENSG00000238713.1
13	ENSG00000254198.1	ENSG00000207523.1
13	ENSG00000236015.1	ENSG00000260635.1
13	ENSG00000272958.1	ENSG00000216937.7
13	ENSG00000257354.1	ENSG00000224079.1
13	ENSG00000143578.11	ENSG00000267757.1
13	ENSG00000269873.1	ENSG00000254141.1
13	ENSG00000145908.8	ENSG00000226516.3
13	ENSG00000272145.1	ENSG00000154451.10
13	ENSG00000252481.1	ENSG00000252046.1
13	ENSG00000102221.9	ENSG00000255125.1
13	ENSG00000204338.4	ENSG00000245975.2
13	ENSG00000253973.2	ENSG00000177752.10
13	ENSG00000254027.1	ENSG00000266832.1
13	ENSG00000165591.6	ENSG00000265680.1
13	ENSG00000230163.1	ENSG00000223382.3
13	ENSG00000259799.1	ENSG00000172785.14
13	ENSG00000272909.1	ENSG00000236811.1
13	ENSG00000270820.1	ENSG00000229858.2
13	ENSG00000273478.1	ENSG00000227467.3
13	ENSG00000260947.1	ENSG00000199398.1
13	ENSG00000254100.1	ENSG00000251573.2
13	ENSG00000157657.10	ENSG00000254192.1
13	ENSG00000182324.5	ENSG00000160471.8
13	ENSG00000253477.1	ENSG00000264219.1
13	ENSG00000127951.5	ENSG00000249176.1
13	ENSG00000270578.1	ENSG00000259709.1
13	ENSG00000126895.9	ENSG00000253454.1
13	ENSG00000267058.1	ENSG00000267417.1
13	ENSG00000102780.12	ENSG00000267480.1
13	ENSG00000164841.4	ENSG00000271148.1
13	ENSG00000236411.1	ENSG00000235100.3
13	ENSG00000117407.12	ENSG00000196747.3
13	ENSG00000074621.9	ENSG00000258871.1
13	ENSG00000174292.8	ENSG00000205663.5
13	ENSG00000272386.1	ENSG00000165084.11
13	ENSG00000105483.12	ENSG00000260413.1
13	ENSG00000269399.1	ENSG00000212443.1
13	ENSG00000228084.1	ENSG00000201470.1
13	ENSG00000129749.3	ENSG00000179772.6
13	ENSG00000266993.1	ENSG00000235924.1
13	ENSG00000261625.1	ENSG00000185269.7
13	ENSG00000243155.1	ENSG00000255156.1
13	ENSG00000169570.5	ENSG00000250917.1
13	ENSG00000197261.7	ENSG00000236233.3
13	ENSG00000196482.12	ENSG00000260989.1
13	ENSG00000270060.1	ENSG00000255671.1
13	ENSG00000271843.1	ENSG00000259894.1
13	ENSG00000156675.11	ENSG00000147082.13
13	ENSG00000270041.1	ENSG00000245552.2
13	ENSG00000260805.1	ENSG00000197153.3
13	ENSG00000171819.4	ENSG00000141293.11
13	ENSG00000082126.13	ENSG00000123201.10
13	ENSG00000214832.4	ENSG00000238862.1
13	ENSG00000166483.6	ENSG00000263280.1
13	ENSG00000252838.1	ENSG00000229523.1
13	ENSG00000165171.6	ENSG00000217075.1
13	ENSG00000235711.3	ENSG00000270857.1
13	ENSG00000005001.5	ENSG00000095596.7
13	ENSG00000096088.12	ENSG00000226524.2
13	ENSG00000261114.1	ENSG00000270673.1
13	ENSG00000148734.7	ENSG00000047936.6
13	ENSG00000258900.1	ENSG00000185247.10
13	ENSG00000187741.10	ENSG00000235330.2
13	ENSG00000178187.3	ENSG00000101188.4
13	ENSG00000180660.6	ENSG00000151650.7
13	ENSG00000204778.4	ENSG00000150636.11
13	ENSG00000064692.14	ENSG00000256340.4
13	ENSG00000229097.1	ENSG00000218596.2
13	ENSG00000197540.3	ENSG00000226233.1
13	ENSG00000120149.7	ENSG00000227515.3
13	ENSG00000267868.1	ENSG00000099715.10
13	ENSG00000182327.7	ENSG00000163421.4
13	ENSG00000101868.6	ENSG00000266680.1
13	ENSG00000227877.2	ENSG00000227805.1
13	ENSG00000165996.9	ENSG00000180730.4
13	ENSG00000231249.1	ENSG00000270344.1
13	ENSG00000159917.10	ENSG00000131019.6
13	ENSG00000058085.10	ENSG00000254641.1
13	ENSG00000187741.10	ENSG00000185130.4
13	ENSG00000161149.7	ENSG00000113905.4
13	ENSG00000121454.4	ENSG00000259425.1
13	ENSG00000242866.5	ENSG00000267889.1
13	ENSG00000249849.1	ENSG00000236233.3
13	ENSG00000236871.2	ENSG00000239822.2
13	ENSG00000267053.2	ENSG00000227440.1
13	ENSG00000255050.1	ENSG00000273464.1
13	ENSG00000273455.1	ENSG00000175518.6
13	ENSG00000175611.7	ENSG00000211674.2
13	ENSG00000273018.1	ENSG00000258659.2
13	ENSG00000225313.2	ENSG00000260790.1
13	ENSG00000260329.1	ENSG00000235077.1
13	ENSG00000173295.3	ENSG00000227455.2
13	ENSG00000119969.10	ENSG00000260070.1
13	ENSG00000165626.12	ENSG00000188765.6
13	ENSG00000257740.1	ENSG00000272767.1
13	ENSG00000140525.13	ENSG00000262370.1
13	ENSG00000234084.1	ENSG00000236098.1
13	ENSG00000273018.1	ENSG00000272491.1
13	ENSG00000162997.11	ENSG00000105851.6
13	ENSG00000253854.1	ENSG00000257285.1
13	ENSG00000112541.9	ENSG00000258273.1
13	ENSG00000235381.1	ENSG00000260602.2
13	ENSG00000128886.7	ENSG00000183682.7
13	ENSG00000262983.1	ENSG00000166743.5
13	ENSG00000128534.3	ENSG00000206822.1
13	ENSG00000222482.1	ENSG00000255850.1
13	ENSG00000105948.9	ENSG00000164796.13
13	ENSG00000225905.1	ENSG00000251299.1
13	ENSG00000187682.1	ENSG00000166920.6
13	ENSG00000204164.6	ENSG00000260865.1
13	ENSG00000197558.7	ENSG00000254272.1
13	ENSG00000121454.4	ENSG00000135476.7
13	ENSG00000260060.1	ENSG00000227176.1
13	ENSG00000206567.5	ENSG00000169403.7
13	ENSG00000188933.10	ENSG00000160951.3
13	ENSG00000144736.9	ENSG00000200113.1
13	ENSG00000196782.8	ENSG00000235831.2
13	ENSG00000251192.3	ENSG00000224126.2
13	ENSG00000169570.5	ENSG00000249741.2
13	ENSG00000259933.2	ENSG00000256452.1
13	ENSG00000134627.7	ENSG00000200008.1
13	ENSG00000269486.1	ENSG00000129534.9
13	ENSG00000229789.1	ENSG00000228897.1
13	ENSG00000107443.11	ENSG00000203813.4
13	ENSG00000100987.10	ENSG00000264961.1
13	ENSG00000272072.1	ENSG00000228330.1
13	ENSG00000273265.1	ENSG00000080293.5
13	ENSG00000197782.10	ENSG00000243680.1
13	ENSG00000138161.8	ENSG00000240665.1
13	ENSG00000272103.1	ENSG00000207101.1
13	ENSG00000135763.5	ENSG00000116205.6
13	ENSG00000169203.12	ENSG00000100053.5
13	ENSG00000273045.1	ENSG00000185303.11
13	ENSG00000272601.1	ENSG00000150773.6
13	ENSG00000174171.4	ENSG00000206834.1
13	ENSG00000242085.1	ENSG00000199855.1
13	ENSG00000151651.11	ENSG00000248967.1
13	ENSG00000261254.1	ENSG00000245667.2
13	ENSG00000258900.1	ENSG00000198930.8
13	ENSG00000110723.7	ENSG00000211917.1
13	ENSG00000260317.1	ENSG00000015520.10
13	ENSG00000152454.3	ENSG00000254258.1
13	ENSG00000272100.1	ENSG00000234107.1
13	ENSG00000188227.8	ENSG00000254272.1
13	ENSG00000267731.1	ENSG00000224985.1
13	ENSG00000239213.1	ENSG00000188910.7
13	ENSG00000272782.1	ENSG00000212579.1
13	ENSG00000267909.1	ENSG00000228970.5
13	ENSG00000104626.10	ENSG00000166928.6
13	ENSG00000085999.7	ENSG00000197561.2
13	ENSG00000188933.10	ENSG00000273160.1
13	ENSG00000203401.4	ENSG00000273210.1
13	ENSG00000145536.11	ENSG00000156172.5
13	ENSG00000244357.2	ENSG00000226887.3
13	ENSG00000145386.5	ENSG00000250427.1
13	ENSG00000235016.1	ENSG00000201861.1
13	ENSG00000255320.1	ENSG00000258034.1
13	ENSG00000259146.2	ENSG00000233521.1
13	ENSG00000272829.1	ENSG00000111046.3
13	ENSG00000267493.2	ENSG00000227165.3
13	ENSG00000198711.4	ENSG00000250731.1
13	ENSG00000198521.7	ENSG00000211776.2
13	ENSG00000169174.9	ENSG00000243368.2
13	ENSG00000266777.1	ENSG00000211655.2
13	ENSG00000268545.1	ENSG00000260589.1
13	ENSG00000115425.9	ENSG00000241180.1
13	ENSG00000267025.1	ENSG00000137747.10
